,ws,wd_sin,wd_cos,wp1,index_forecasted_weather
2009-10-23 06:00:00,5.36,-0.9963303729503188,-0.08559081689456355,0.391,1
2009-10-23 07:00:00,5.39,-0.9998288708146529,0.018499434734501035,0.386,1
2009-10-23 08:00:00,5.46,-0.9952103533947931,0.09775659822135245,0.466,1
2009-10-23 09:00:00,5.59,-0.9871920139948193,0.15953660239848594,0.566,1
2009-10-23 10:00:00,5.81,-0.9779293398307218,0.20893589040241173,0.586,1
2009-10-23 11:00:00,6.1,-0.9691449269510166,0.24649160343733542,0.546,1
2009-10-23 12:00:00,6.4,-0.9619800178340636,0.27311983686282215,0.551,1
2009-10-23 13:00:00,6.68,-0.9568643065884564,0.2905351936977558,0.416,1
2009-10-23 14:00:00,6.94,-0.95355937083353,0.3012051232890342,0.231,1
2009-10-23 15:00:00,7.19,-0.9518087473625678,0.30669220473318126,0.09,1
2009-10-23 16:00:00,7.45,-0.9513795966007563,0.308020881064551,0.0,1
2009-10-23 17:00:00,7.7,-0.9528735041964507,0.30336790370831374,0.0,1
2009-10-23 18:00:00,7.93,-0.9568643065884564,0.2905351936977558,0.06,1
2009-10-23 19:00:00,8.11,-0.962407846499124,0.2716084258577383,0.376,1
2009-10-23 20:00:00,8.24,-0.9644191226387925,0.26437805485444843,0.732,1
2009-10-23 21:00:00,8.31,-0.9568135840576076,0.2907021935982517,0.917,1
2009-10-23 22:00:00,8.32,-0.9320711124582111,0.3622753667045455,0.932,1
2009-10-23 23:00:00,8.29,-0.8898945573566307,0.45616628194885933,0.877,1
2009-10-24 00:00:00,8.16,-0.838194961443894,0.5453707056764866,0.556,1
2009-10-24 01:00:00,7.8,-0.7871503601666237,0.616761145411702,0.406,1
2009-10-24 02:00:00,7.13,-0.7248936321313147,0.6888608147481392,0.381,1
2009-10-24 03:00:00,6.18,-0.6156614753256582,0.788010753606722,0.351,1
2009-10-24 04:00:00,5.18,-0.38574502317609066,0.9226054287152646,0.286,1
2009-10-24 05:00:00,4.68,-0.014834754474138614,0.9998899589753325,0.261,1
2009-10-24 06:00:00,4.87,0.3222656952305111,0.9466492601156964,0.246,1
2009-10-24 07:00:00,5.29,0.4951554286552265,0.8688044092160553,0.336,1
2009-10-24 08:00:00,5.64,0.568131039248724,0.8229381035303718,0.336,1
2009-10-24 09:00:00,5.93,0.5991633433796958,0.8006268094125157,0.361,1
2009-10-24 10:00:00,6.25,0.6163489099214569,0.7874731876315738,0.396,1
2009-10-24 11:00:00,6.61,0.6222414169356064,0.7828254077698097,0.336,1
2009-10-24 12:00:00,7.0,0.6148359349708401,0.7886550406030084,0.306,1
2009-10-24 13:00:00,7.39,0.5967852019530927,0.8024010360971666,0.341,1
2009-10-24 14:00:00,7.78,0.5884910289036668,0.8085037469918761,0.286,1
2009-10-24 15:00:00,8.17,0.6108363346327698,0.7917568896399972,0.261,1
2009-10-24 16:00:00,8.55,0.6692602994069952,0.7430280288371759,0.266,1
2009-10-24 17:00:00,8.83,0.7334926500496454,0.6796973829015001,0.236,1
2009-10-24 18:00:00,8.81,0.7798844830928817,0.6259234721840591,0.286,1
2009-10-24 19:00:00,8.31,0.8003129784856831,0.5995824684456464,0.286,1
2009-10-24 20:00:00,7.48,0.8073724359982184,0.5900421591634811,0.286,1
2009-10-24 21:00:00,6.61,0.8165408118857462,0.5772877120855479,0.266,1
2009-10-24 22:00:00,5.96,0.8432976564954222,0.5374467997386615,0.236,1
2009-10-24 23:00:00,5.58,0.8844995619179461,0.46654102174081274,0.241,1
2009-10-25 00:00:00,5.49,0.9265942802808427,0.37606254765773633,0.175,1
2009-10-23 13:00:00,6.91,-0.9625499284070622,0.2711044730792161,0.416,2
2009-10-23 14:00:00,7.21,-0.9591166292556091,0.28301111548021995,0.231,2
2009-10-23 15:00:00,7.54,-0.9516480332351384,0.30719052856442874,0.09,2
2009-10-23 16:00:00,7.88,-0.9415293646938464,0.3369309356814865,0.0,2
2009-10-23 17:00:00,8.21,-0.9315009019805124,0.3637390130429947,0.0,2
2009-10-23 18:00:00,8.5,-0.9250772068344583,0.37977909552180067,0.06,2
2009-10-23 19:00:00,8.72,-0.9238127275812601,0.38284467393300964,0.376,2
2009-10-23 20:00:00,8.85,-0.9221334638295293,0.3868719101792661,0.732,2
2009-10-23 21:00:00,8.89,-0.912477494148311,0.40912690289544523,0.917,2
2009-10-23 22:00:00,8.84,-0.8875743034037563,0.46066458072803546,0.932,2
2009-10-23 23:00:00,8.71,-0.8477705148425881,0.5303632285175256,0.877,2
2009-10-24 00:00:00,8.47,-0.7975839288252283,0.6032079877452827,0.556,2
2009-10-24 01:00:00,8.08,-0.7410390258683343,0.6714619588183014,0.406,2
2009-10-24 02:00:00,7.47,-0.6684818354539511,0.7437284690450653,0.381,2
2009-10-24 03:00:00,6.67,-0.5539729030603574,0.8325346975801549,0.351,2
2009-10-24 04:00:00,5.81,-0.35216837338051427,0.9359366628092537,0.286,2
2009-10-24 05:00:00,5.29,-0.05163876861005626,0.9986658287817988,0.261,2
2009-10-24 06:00:00,5.31,0.2532514496123281,0.9674004875279185,0.246,2
2009-10-24 07:00:00,5.67,0.45507873047518727,0.8904512053274407,0.336,2
2009-10-24 08:00:00,6.07,0.5662623911442691,0.8242250326067359,0.336,2
2009-10-24 09:00:00,6.35,0.625515039842027,0.7802121089366836,0.361,2
2009-10-24 10:00:00,6.48,0.6561907406682004,0.7545950648270359,0.396,2
2009-10-24 11:00:00,6.57,0.6678325554710466,0.744311546231154,0.336,2
2009-10-24 12:00:00,6.77,0.6640567179275978,0.7476822021254932,0.306,2
2009-10-24 13:00:00,7.2,0.6511716815678319,0.7589304586878314,0.341,2
2009-10-24 14:00:00,7.72,0.6447909042608299,0.7643590058228538,0.286,2
2009-10-24 15:00:00,8.13,0.6585581289119198,0.7525298604334789,0.261,2
2009-10-24 16:00:00,8.3,0.6994138998789995,0.7147168646786285,0.266,2
2009-10-24 17:00:00,8.26,0.7574510447772037,0.6528919625527048,0.236,2
2009-10-24 18:00:00,8.09,0.8199521093254523,0.572432125594591,0.286,2
2009-10-24 19:00:00,7.83,0.8766427939777943,0.48114177927800705,0.286,2
2009-10-24 20:00:00,7.46,0.9203001409405102,0.3912130501208737,0.286,2
2009-10-24 21:00:00,6.94,0.947824064475236,0.3187938876478712,0.266,2
2009-10-24 22:00:00,6.25,0.960924224062357,0.27681155252293416,0.236,2
2009-10-24 23:00:00,5.54,0.9693167743646459,0.24581495262761813,0.241,2
2009-10-25 00:00:00,5.07,0.9819256943597179,0.18926682423548485,0.175,2
2009-10-25 01:00:00,5.03,0.9965510345605866,0.08298213974238416,0.226,2
2009-10-25 02:00:00,5.28,0.9994029483549729,-0.03455064137447228,0.261,2
2009-10-25 03:00:00,5.53,0.9917831801295777,-0.12793015130164426,0.246,2
2009-10-25 04:00:00,5.52,0.9814268305341971,-0.19183684814862953,0.271,2
2009-10-25 05:00:00,5.31,0.9722883733547127,-0.23378477075987358,0.256,2
2009-10-25 06:00:00,5.05,0.9668233886044594,-0.2554457579357904,0.18,2
2009-10-25 07:00:00,4.85,0.9671791156156329,-0.25409556925881704,0.165,2
2009-10-25 08:00:00,4.6,0.972410649489657,-0.23327564973460782,0.155,2
2009-10-25 09:00:00,4.15,0.9805804445574351,-0.196117290802068,0.115,2
2009-10-25 10:00:00,3.46,0.9904373616686859,-0.1379631567150183,0.1,2
2009-10-25 11:00:00,2.88,0.9983518482263735,-0.05738978256609922,0.135,2
2009-10-25 12:00:00,2.84,0.9999999390765166,0.0003490658433101362,0.155,2
2009-10-24 01:00:00,7.47,-0.753678114448231,0.657243714159184,0.406,3
2009-10-24 02:00:00,6.76,-0.6654909400129575,0.7464059276028494,0.381,3
2009-10-24 03:00:00,5.98,-0.5344998672707372,0.8451685582696297,0.351,3
2009-10-24 04:00:00,5.3,-0.342512118325488,0.9395134106547851,0.286,3
2009-10-24 05:00:00,4.88,-0.09271815530049993,0.995692394104561,0.261,3
2009-10-24 06:00:00,4.8,0.16487546403661443,0.9863143927565444,0.246,3
2009-10-24 07:00:00,4.99,0.36633883264319195,0.9304815203418193,0.336,3
2009-10-24 08:00:00,5.29,0.49606496683942053,0.8682854073831971,0.336,3
2009-10-24 09:00:00,5.56,0.5682746603893315,0.8228389334246344,0.361,3
2009-10-24 10:00:00,5.73,0.5993030699922467,0.8005222234878107,0.396,3
2009-10-24 11:00:00,5.89,0.6061272273488072,0.7953677038115436,0.336,3
2009-10-24 12:00:00,6.14,0.6019544021769103,0.7985304613474921,0.306,3
2009-10-24 13:00:00,6.57,0.598324600570659,0.8012538126910607,0.341,3
2009-10-24 14:00:00,7.1,0.6058495547231526,0.7955792336667403,0.286,3
2009-10-24 15:00:00,7.6,0.6313527954493777,0.7754957431722345,0.261,3
2009-10-24 16:00:00,7.99,0.6763619120624594,0.7365694562709032,0.266,3
2009-10-24 17:00:00,8.21,0.7295657298191021,0.6839107002186184,0.236,3
2009-10-24 18:00:00,8.21,0.78130264974832,0.6241523608032369,0.286,3
2009-10-24 19:00:00,7.93,0.8270805742745617,0.5620833778521307,0.286,3
2009-10-24 20:00:00,7.46,0.8648010892220975,0.502114604527964,0.286,3
2009-10-24 21:00:00,6.9,0.890530617986716,0.45492331049111767,0.266,3
2009-10-24 22:00:00,6.34,0.9021339593682028,0.431456045680959,0.236,3
2009-10-24 23:00:00,5.88,0.9101059706849957,0.41437558099328425,0.241,3
2009-10-25 00:00:00,5.67,0.9284858268809135,0.3713678355502347,0.175,3
2009-10-25 01:00:00,5.8,0.9597072623390667,0.28100172706525095,0.226,3
2009-10-25 02:00:00,6.14,0.9851393184393472,0.17175716364931745,0.261,3
2009-10-25 03:00:00,6.46,0.9973653640879485,0.07254192248427083,0.246,3
2009-10-25 04:00:00,6.51,0.9999705131786779,-0.007679373227782599,0.271,3
2009-10-25 05:00:00,6.34,0.9976004379184767,-0.06923414089062808,0.256,3
2009-10-25 06:00:00,6.05,0.9944486783814133,-0.10522274500059647,0.18,3
2009-10-25 07:00:00,5.72,0.9942448326331054,-0.1071317543138738,0.165,3
2009-10-25 08:00:00,5.28,0.9964046856445924,-0.08472132214207344,0.155,3
2009-10-25 09:00:00,4.63,0.9985648490479369,-0.05355597301768536,0.115,3
2009-10-25 10:00:00,3.76,0.9996052265701637,-0.028096103174849153,0.1,3
2009-10-25 11:00:00,3.04,0.9999120277790478,-0.013264113343632795,0.135,3
2009-10-25 12:00:00,2.92,0.999822352380809,-0.018848439715408054,0.155,3
2009-10-25 13:00:00,3.7,0.9992894726405892,-0.037690182669934354,0.13,3
2009-10-25 14:00:00,4.89,0.9989705697907147,-0.04536298812925356,0.1,3
2009-10-25 15:00:00,5.81,0.9992960355983396,-0.037515773181984784,0.09,3
2009-10-25 16:00:00,5.97,0.9999232221618356,-0.012391520548033372,0.08,3
2009-10-25 17:00:00,5.54,0.9996841892832999,0.02513009544333753,0.04,3
2009-10-25 18:00:00,4.88,0.9978703230397468,0.06522896899807146,0.045,3
2009-10-25 19:00:00,4.26,0.9962703764929413,0.08628636579792338,0.045,3
2009-10-25 20:00:00,3.73,0.9983216621559523,0.05791251048069437,0.035,3
2009-10-25 21:00:00,3.34,0.9982190652782118,-0.0596548213901707,0.02,3
2009-10-25 22:00:00,3.16,0.9602449779172395,-0.27915870465511244,0.0,3
2009-10-25 23:00:00,3.12,0.8598522715968735,-0.5105429179116057,0.0,3
2009-10-26 00:00:00,2.93,0.7180048271300435,-0.6960381226757313,0.0,3
2009-10-24 13:00:00,7.25,0.5555702330196022,0.8314696123025452,0.341,4
2009-10-24 14:00:00,8.24,0.58524075402551,0.8108595808323735,0.286,4
2009-10-24 15:00:00,8.63,0.6263317329256213,0.7795566434393258,0.261,4
2009-10-24 16:00:00,8.58,0.6772612964138942,0.735742574804375,0.266,4
2009-10-24 17:00:00,8.25,0.737041466427067,0.6758475247916785,0.236,4
2009-10-24 18:00:00,7.8,0.8027134020925291,0.5963649839662266,0.286,4
2009-10-24 19:00:00,7.36,0.8660254037844386,0.5000000000000001,0.286,4
2009-10-24 20:00:00,7.05,0.9139708902740612,0.4057797576662,0.286,4
2009-10-24 21:00:00,6.87,0.9379494720208499,0.346771953790685,0.266,4
2009-10-24 22:00:00,6.82,0.9384327425610585,0.34546199167105207,0.236,4
2009-10-24 23:00:00,6.82,0.9308008569405423,0.3655266949468291,0.241,4
2009-10-25 00:00:00,6.8,0.9348256763960145,0.35510696240813694,0.175,4
2009-10-25 01:00:00,6.73,0.9607791541575942,0.2773146533023777,0.226,4
2009-10-25 02:00:00,6.67,0.9868557164068072,0.16160382110336108,0.261,4
2009-10-25 03:00:00,6.61,0.9981134276520827,0.06139695058071549,0.246,4
2009-10-25 04:00:00,6.43,0.9998446339083082,0.017626912513571832,0.271,4
2009-10-25 05:00:00,6.13,0.9998566961576574,0.01692888503989759,0.256,4
2009-10-25 06:00:00,5.78,0.9994843879471766,0.03210853858178161,0.18,4
2009-10-25 07:00:00,5.43,0.9992152711035133,0.03960861009341922,0.165,4
2009-10-25 08:00:00,5.01,0.9989626372405491,0.04553734069318461,0.155,4
2009-10-25 09:00:00,4.44,0.9976004379184767,0.06923414089062821,0.115,4
2009-10-25 10:00:00,3.7,0.9910065696220577,0.13381322418177408,0.1,4
2009-10-25 11:00:00,3.11,0.9759167619387474,0.21814324139654248,0.135,4
2009-10-25 12:00:00,3.04,0.9723699203976766,0.23344536385590547,0.155,4
2009-10-25 13:00:00,3.68,0.9912386082490164,0.13208338849587753,0.13,4
2009-10-25 14:00:00,4.73,0.9996573249755573,0.02617694830787314,0.1,4
2009-10-25 15:00:00,5.63,0.9992762554049955,-0.03803899819619552,0.09,4
2009-10-25 16:00:00,5.93,0.9977782735475763,-0.06662219477334848,0.08,4
2009-10-25 17:00:00,5.72,0.9973144772244581,-0.07323819712763173,0.04,4
2009-10-25 18:00:00,5.21,0.998166626538801,-0.060525909031999364,0.045,4
2009-10-25 19:00:00,4.62,0.9995282456369311,-0.030712964265252673,0.045,4
2009-10-25 20:00:00,4.04,0.9998873545930577,-0.015009267966723572,0.035,4
2009-10-25 21:00:00,3.57,0.9974032102313197,-0.07201969328078196,0.02,4
2009-10-25 22:00:00,3.28,0.9681476403781077,-0.2503800040544414,0.0,4
2009-10-25 23:00:00,3.09,0.8808081149230037,-0.47347340441231206,0.0,4
2009-10-26 00:00:00,2.66,0.7396310949786096,-0.6730125135097734,0.0,4
2009-10-26 01:00:00,1.73,0.4656145203251116,-0.8849876374630418,0.0,4
2009-10-26 02:00:00,0.96,-0.464223811137824,-0.8857179309309899,0.0,4
2009-10-26 03:00:00,1.37,-0.9998055233121944,-0.0197209420269163,0.02,4
2009-10-26 04:00:00,1.8,-0.9193414807542449,0.39346059747399387,0.045,4
2009-10-26 05:00:00,1.94,-0.7654832134930882,0.6434558647337788,0.025,4
2009-10-26 06:00:00,1.93,-0.6094535285176813,0.7928217937073551,0.035,4
2009-10-26 07:00:00,1.82,-0.5406808604176279,0.8412277974354233,0.045,4
2009-10-26 08:00:00,1.65,-0.5653989543781716,0.8248175691557923,0.05,4
2009-10-26 09:00:00,1.54,-0.647189023035286,0.7623295668296173,0.055,4
2009-10-26 10:00:00,1.61,-0.7183691733996461,0.6956620808331507,0.045,4
2009-10-26 11:00:00,1.92,-0.7325428987873792,0.6807208689589174,0.04,4
2009-10-26 12:00:00,2.54,-0.6886077371733285,0.7251340457494933,0.1,4
2009-10-25 01:00:00,6.76,0.9693596624036293,0.24564577119242628,0.226,1
2009-10-25 02:00:00,6.92,0.9913763821173873,0.13104529361957237,0.261,1
2009-10-25 03:00:00,6.89,0.9985272165842549,0.05425308968621402,0.246,1
2009-10-25 04:00:00,6.69,0.9999791490100767,0.0064576733490441345,0.271,1
2009-10-25 05:00:00,6.31,0.9998682710889991,-0.016230849315290754,0.256,1
2009-10-25 06:00:00,5.8,0.9999232221618356,-0.012391520548033372,0.18,1
2009-10-25 07:00:00,5.2,0.9997770131055305,0.021116914210744374,0.165,1
2009-10-25 08:00:00,4.58,0.9966943478093031,0.08124270456470553,0.155,1
2009-10-25 09:00:00,3.98,0.9874689541733453,0.1578133851857936,0.115,1
2009-10-25 10:00:00,3.47,0.972977745975682,0.23089890826091236,0.1,1
2009-10-25 11:00:00,3.17,0.9650164944723114,0.2621891786408647,0.135,1
2009-10-25 12:00:00,3.24,0.9786885595886878,0.20535019681076375,0.155,1
2009-10-25 13:00:00,3.81,0.9971851335251157,0.07497872682632775,0.13,1
2009-10-25 14:00:00,4.67,0.9993662190306108,-0.03559719455885866,0.1,1
2009-10-25 15:00:00,5.46,0.99556196460308,-0.09410831331851438,0.09,1
2009-10-25 16:00:00,5.82,0.9941886022913522,-0.10765232498170947,0.08,1
2009-10-25 17:00:00,5.76,0.9951074372581447,-0.098798726274825,0.04,1
2009-10-25 18:00:00,5.35,0.9963601890810808,-0.08524302677822325,0.045,1
2009-10-25 19:00:00,4.69,0.996463589462739,-0.08402567985463602,0.045,1
2009-10-25 20:00:00,3.97,0.9928409713293225,-0.11944373424272801,0.035,1
2009-10-25 21:00:00,3.42,0.9737778058631857,-0.2275011753997763,0.02,1
2009-10-25 22:00:00,3.26,0.912191647345729,-0.40976383260688726,0.0,1
2009-10-25 23:00:00,3.3,0.8072694419177259,-0.59018306324889,0.0,1
2009-10-26 00:00:00,3.16,0.6679624521701389,-0.744194976125783,0.0,1
2009-10-26 01:00:00,2.62,0.4349168023253455,-0.9004706408623749,0.0,1
2009-10-26 02:00:00,2.05,-0.009773688199249191,-0.9999522363688097,0.0,1
2009-10-26 03:00:00,1.86,-0.5581796259215474,-0.829720136676266,0.02,1
2009-10-26 04:00:00,1.94,-0.8620717430769583,-0.506786256510824,0.045,1
2009-10-26 05:00:00,2.01,-0.9774158942860959,-0.2113247964553889,0.025,1
2009-10-26 06:00:00,2.08,-0.9996245977511435,0.027398240287735423,0.035,1
2009-10-26 07:00:00,2.16,-0.9808193151494231,0.19491913972162053,0.045,1
2009-10-26 08:00:00,2.22,-0.9500810191007718,0.3120032966884145,0.05,1
2009-10-26 09:00:00,2.24,-0.9124060741357061,0.4092861540295108,0.055,1
2009-10-26 10:00:00,2.23,-0.8605642855934723,0.509341840379324,0.045,1
2009-10-26 11:00:00,2.33,-0.7886550406030087,0.6148359349708398,0.04,1
2009-10-26 12:00:00,2.68,-0.71067669751247,0.7035187500079648,0.1,1
2009-10-26 13:00:00,3.37,-0.6550046164568827,0.7556248754641234,0.08,1
2009-10-26 14:00:00,4.17,-0.6304048777147884,0.7762665071696722,0.05,1
2009-10-26 15:00:00,4.82,-0.6285062207873352,0.77780455799103,0.06,1
2009-10-26 16:00:00,5.14,-0.6433222529096222,0.7655955060678505,0.065,1
2009-10-26 17:00:00,5.2,-0.6700380294340621,0.7423267738079496,0.055,1
2009-10-26 18:00:00,5.16,-0.7041386644636227,0.710062491057925,0.05,1
2009-10-26 19:00:00,5.12,-0.7409218223624268,0.671591284299566,0.055,1
2009-10-26 20:00:00,5.03,-0.7785718425192167,0.6275554844284543,0.045,1
2009-10-26 21:00:00,4.8,-0.8187514128060945,0.5741481725373896,0.09,1
2009-10-26 22:00:00,4.41,-0.8629549384958769,0.5052808863647796,0.085,1
2009-10-26 23:00:00,4.0,-0.9022845109754962,0.4311411152438487,0.085,1
2009-10-27 00:00:00,3.73,-0.9218631515885005,0.3875155864521029,0.125,1
2009-10-25 13:00:00,4.51,0.9980376722404478,-0.06261633004950365,0.13,2
2009-10-25 14:00:00,5.17,0.992524866311091,-0.12204257353133324,0.1,2
2009-10-25 15:00:00,5.51,0.9888864987445046,-0.14867243389692297,0.09,2
2009-10-25 16:00:00,5.57,0.9874689541733453,-0.15781338518579346,0.08,2
2009-10-25 17:00:00,5.4,0.9883083491752471,-0.15246838016617675,0.04,2
2009-10-25 18:00:00,5.03,0.991422065155214,-0.130699230002975,0.045,2
2009-10-25 19:00:00,4.53,0.9957729268170739,-0.09184921457562123,0.045,2
2009-10-25 20:00:00,4.03,0.998177175099754,-0.06035169516985527,0.035,2
2009-10-25 21:00:00,3.65,0.9964489090381082,-0.08419959427909264,0.02,2
2009-10-25 22:00:00,3.48,0.9791164972173182,-0.20329998740012095,0.0,2
2009-10-25 23:00:00,3.34,0.9263972473847992,-0.37654765971635934,0.0,2
2009-10-26 00:00:00,2.92,0.8142168577416484,-0.5805608569041804,0.0,2
2009-10-26 01:00:00,2.12,0.5115930443510731,-0.8592278841911504,0.0,2
2009-10-26 02:00:00,1.72,-0.2490279713117557,-0.9684962929739852,0.0,2
2009-10-26 03:00:00,2.12,-0.7823908105765881,-0.6227877804881126,0.02,2
2009-10-26 04:00:00,2.41,-0.9320711124582108,-0.36227536670454585,0.045,2
2009-10-26 05:00:00,2.37,-0.9884410266004132,-0.15160586048408936,0.025,2
2009-10-26 06:00:00,2.2,-0.9958685650785236,0.09080639343373498,0.035,2
2009-10-26 07:00:00,2.18,-0.9362436312738496,0.3513514805706046,0.045,2
2009-10-26 08:00:00,2.28,-0.832728019877819,0.5536822598841024,0.05,2
2009-10-26 09:00:00,2.39,-0.7366874924747154,0.6762333461397153,0.055,2
2009-10-26 10:00:00,2.4,-0.6721083816068358,0.7404527826768158,0.045,2
2009-10-26 11:00:00,2.49,-0.6363475293115821,0.7714025031972901,0.04,2
2009-10-26 12:00:00,2.87,-0.6260595781701601,0.7797752269605653,0.1,2
2009-10-26 13:00:00,3.69,-0.6295916278198578,0.7769262398575181,0.08,2
2009-10-26 14:00:00,4.72,-0.629862787876049,0.7767064235919587,0.05,2
2009-10-26 15:00:00,5.62,-0.6190939493098343,0.7853169308807446,0.06,2
2009-10-26 16:00:00,6.14,-0.5960847478029564,0.8029215238344816,0.065,2
2009-10-26 17:00:00,6.31,-0.5745767910520774,0.8184506773070063,0.055,2
2009-10-26 18:00:00,6.26,-0.5724321255945913,0.819952109325452,0.05,2
2009-10-26 19:00:00,6.07,-0.6034863603024765,0.7973733209287037,0.055,2
2009-10-26 20:00:00,5.78,-0.6514365585967601,0.7587031106589783,0.045,2
2009-10-26 21:00:00,5.41,-0.6925209917473583,0.7213977238592143,0.09,2
2009-10-26 22:00:00,4.93,-0.7087093341000863,0.7055005880645404,0.085,2
2009-10-26 23:00:00,4.43,-0.7077235789366844,0.7064894449438368,0.085,2
2009-10-27 00:00:00,4.0,-0.7071067811865477,0.7071067811865474,0.125,2
2009-10-27 01:00:00,3.73,-0.7244125399459926,0.6893667180601306,0.125,2
2009-10-27 02:00:00,3.59,-0.7488400603670304,0.6627507555555876,0.115,2
2009-10-27 03:00:00,3.5,-0.7602926039513216,0.6495807543153652,0.075,2
2009-10-27 04:00:00,3.4,-0.7437284690450656,0.6684818354539508,0.065,2
2009-10-27 05:00:00,3.3,-0.697915467486601,0.7161801451052375,0.07,2
2009-10-27 06:00:00,3.22,-0.6252426563357051,0.7804304073383298,0.1,2
2009-10-27 07:00:00,3.16,-0.529919264233205,0.848048096156426,0.14,2
2009-10-27 08:00:00,3.09,-0.4158046603058576,0.9094539485141238,0.12,2
2009-10-27 09:00:00,2.96,-0.2804991870216098,0.9598542629379816,0.09,2
2009-10-27 10:00:00,2.76,-0.112856384873482,0.9936113105200084,0.055,2
2009-10-27 11:00:00,2.59,0.0857647080445139,0.9963154193597725,0.05,2
2009-10-27 12:00:00,2.57,0.27664383539198406,0.9609725221563896,0.06,2
2009-10-26 01:00:00,1.21,-0.8611859216380057,-0.5082900828980422,0.0,3
2009-10-26 02:00:00,1.69,-0.9863143927565444,-0.16487546403661496,0.0,3
2009-10-26 03:00:00,1.9,-0.9994149479166323,-0.03420178183655255,0.02,3
2009-10-26 04:00:00,1.86,-0.9990784301944899,0.04292190955810034,0.045,3
2009-10-26 05:00:00,1.74,-0.9900727812082175,0.14055563991041095,0.025,3
2009-10-26 06:00:00,1.74,-0.95355937083353,0.3012051232890342,0.035,3
2009-10-26 07:00:00,2.05,-0.8796485728666169,0.4756242090702745,0.045,3
2009-10-26 08:00:00,2.5,-0.8072694419177258,0.5901830632488904,0.05,3
2009-10-26 09:00:00,2.82,-0.7508031823754514,0.6605259883872054,0.055,3
2009-10-26 10:00:00,2.85,-0.7004111507838063,0.7137396022764214,0.045,3
2009-10-26 11:00:00,2.79,-0.6618353804402562,0.7496492040931553,0.04,3
2009-10-26 12:00:00,2.94,-0.6631427564279601,0.7484929422493757,0.1,3
2009-10-26 13:00:00,3.5,-0.7071067811865477,0.7071067811865474,0.08,3
2009-10-26 14:00:00,4.3,-0.7434950795589058,0.6687414049329504,0.05,3
2009-10-26 15:00:00,5.02,-0.7521849370641112,0.6589520623337172,0.06,3
2009-10-26 16:00:00,5.42,-0.7325428987873792,0.6807208689589174,0.065,3
2009-10-26 17:00:00,5.61,-0.7041386644636227,0.710062491057925,0.055,3
2009-10-26 18:00:00,5.74,-0.6908824110768582,0.7229671459095683,0.05,3
2009-10-26 19:00:00,5.89,-0.7090786361789608,0.7051294120334117,0.055,3
2009-10-26 20:00:00,5.93,-0.7397485465554662,0.672883413281287,0.045,3
2009-10-26 21:00:00,5.65,-0.7619905949665716,0.6475880891295718,0.09,3
2009-10-26 22:00:00,4.91,-0.7632324697825291,0.6461239796429635,0.085,3
2009-10-26 23:00:00,3.96,-0.7510337036950702,0.6602638683996463,0.085,3
2009-10-27 00:00:00,3.15,-0.7486086710936937,0.6630121096656787,0.125,3
2009-10-27 01:00:00,2.75,-0.7901550123756901,0.6129070536529769,0.125,3
2009-10-27 02:00:00,2.69,-0.846007105667842,0.5331716207371889,0.115,3
2009-10-27 03:00:00,2.75,-0.8735174586625754,0.4867928198029177,0.075,3
2009-10-27 04:00:00,2.76,-0.8582441131575658,0.513241699621517,0.065,3
2009-10-27 05:00:00,2.74,-0.7953677038115435,0.6061272273488073,0.07,3
2009-10-27 06:00:00,2.82,-0.6771328747954926,0.735860767992962,0.1,3
2009-10-27 07:00:00,3.05,-0.5204136140522796,0.853914322581045,0.14,3
2009-10-27 08:00:00,3.31,-0.3632512304729785,0.9316912275855489,0.12,3
2009-10-27 09:00:00,3.39,-0.2116659660841499,0.9773420684702279,0.09,3
2009-10-27 10:00:00,3.16,-0.03856221278179881,0.9992562012543986,0.055,3
2009-10-27 11:00:00,2.93,0.15677922377323575,0.9876336744932616,0.05,3
2009-10-27 12:00:00,2.97,0.2930392600850574,0.9561004089784724,0.06,3
2009-10-27 13:00:00,3.4,0.3095149240202699,0.9508945850138839,0.055,3
2009-10-27 14:00:00,3.95,0.3283721273696886,0.9445484349501115,0.025,3
2009-10-27 15:00:00,4.38,0.4558556223635,0.8900537352090524,0.03,3
2009-10-27 16:00:00,4.77,0.7021530529951624,0.7120260459909965,0.045,3
2009-10-27 17:00:00,5.38,0.8949343616020251,0.4461978131098087,0.025,3
2009-10-27 18:00:00,5.8,0.9782201160113358,0.20757024023392315,0.02,3
2009-10-27 19:00:00,5.39,0.9999025240093042,0.013962180339145352,0.03,3
2009-10-27 20:00:00,4.41,0.9837599706823283,-0.17948905282246158,0.02,3
2009-10-27 21:00:00,3.32,0.9284209968249313,-0.37152988124052827,0.0,3
2009-10-27 22:00:00,2.38,0.8729220772698095,-0.48785965913873286,0.0,3
2009-10-27 23:00:00,1.63,0.8604753755654523,-0.509492029422928,0.0,3
2009-10-28 00:00:00,1.19,0.8713851157755491,-0.49059961272389213,0.005,3
2009-10-26 13:00:00,4.63,-0.5812711740024645,0.813709912852115,0.08,4
2009-10-26 14:00:00,5.01,-0.6048771194156481,0.7963188245969247,0.05,4
2009-10-26 15:00:00,5.23,-0.6207373542167666,0.7840185821011951,0.06,4
2009-10-26 16:00:00,5.34,-0.6322997708108924,0.7747238216503304,0.065,4
2009-10-26 17:00:00,5.4,-0.640779909517945,0.7677246300322625,0.055,4
