,hours,u,v,ws,wd_sin,wd_cos,month_sin,month_cos,wp1,index_forecasted_weather
2009-09-24 18:00:00,6,0.44,-2.87,2.91,0.15246838016617714,-0.988308349175247,-0.8660254037844384,-0.5000000000000004,0.005,4
2009-09-24 19:00:00,7,0.71,-3.02,3.1,0.22750117539977627,-0.9737778058631857,-0.8660254037844384,-0.5000000000000004,0.045,4
2009-09-24 20:00:00,8,0.81,-3.2,3.31,0.24581495262761777,-0.969316774364646,-0.8660254037844384,-0.5000000000000004,0.05,4
2009-09-24 21:00:00,9,0.81,-3.28,3.38,0.23887243285267554,-0.9710509568622256,-0.8660254037844384,-0.5000000000000004,0.12,4
2009-09-24 22:00:00,10,0.74,-3.16,3.25,0.22682129485853844,-0.973936394329063,-0.8660254037844384,-0.5000000000000004,0.14,4
2009-09-24 23:00:00,11,0.64,-2.93,3.0,0.2138829381616007,-0.9768592983451408,-0.8660254037844384,-0.5000000000000004,0.075,4
2009-09-25 00:00:00,12,0.57,-2.72,2.78,0.2036417511401777,-0.9790454724845838,-0.8660254037844384,-0.5000000000000004,0.16,4
2009-09-25 01:00:00,1,0.72,-2.62,2.71,0.26353633984061253,-0.9646494687623133,-0.8660254037844384,-0.5000000000000004,0.221,1
2009-09-25 02:00:00,2,0.86,-2.56,2.7,0.3169736096773518,-0.9484343576484932,-0.8660254037844384,-0.5000000000000004,0.12,1
2009-09-25 03:00:00,3,0.74,-2.62,2.72,0.27228024704057463,-0.9622179935292853,-0.8660254037844384,-0.5000000000000004,0.16,1
2009-09-25 04:00:00,4,0.43,-2.74,2.78,0.15660684679199208,-0.9876610225871372,-0.8660254037844384,-0.5000000000000004,0.155,1
2009-09-25 05:00:00,5,0.02,-2.83,2.83,0.008552009086826856,-0.99996343090164,-0.8660254037844384,-0.5000000000000004,0.206,1
2009-09-25 06:00:00,6,-0.39,-2.8,2.82,-0.1396915850071334,-0.9901950621358374,-0.8660254037844384,-0.5000000000000004,0.12,1
2009-09-25 07:00:00,7,-0.76,-2.57,2.68,-0.2836806361813841,-0.9589188165093671,-0.8660254037844384,-0.5000000000000004,0.09,1
2009-09-25 08:00:00,8,-1.15,-2.25,2.53,-0.4538349828506275,-0.8910857469070923,-0.8660254037844384,-0.5000000000000004,0.135,1
2009-09-25 09:00:00,9,-1.66,-1.99,2.59,-0.6415835173766989,-0.7670531860507086,-0.8660254037844384,-0.5000000000000004,0.241,1
2009-09-25 10:00:00,10,-2.37,-1.88,3.02,-0.7844517474302748,-0.6201898547651262,-0.8660254037844384,-0.5000000000000004,0.226,1
2009-09-25 11:00:00,11,-3.14,-1.81,3.62,-0.8661126570562739,-0.4998488424383128,-0.8660254037844384,-0.5000000000000004,0.17,1
2009-09-25 12:00:00,12,-3.78,-1.65,4.13,-0.9165722262029002,-0.39986917129663724,-0.8660254037844384,-0.5000000000000004,0.221,1
2009-09-25 13:00:00,1,-3.77,-1.5,4.06,-0.9288095528719243,-0.3705574375098359,-0.8660254037844384,-0.5000000000000004,0.221,2
2009-09-25 14:00:00,2,-3.57,-0.8,3.66,-0.9761067562032187,-0.2172915104057914,-0.8660254037844384,-0.5000000000000004,0.261,2
2009-09-25 15:00:00,3,-3.38,-0.06,3.38,-0.9998157121216442,-0.01919744239969043,-0.8660254037844384,-0.5000000000000004,0.175,2
2009-09-25 16:00:00,4,-3.21,0.63,3.27,-0.9812590476244909,0.1926932314718842,-0.8660254037844384,-0.5000000000000004,0.125,2
2009-09-25 17:00:00,5,-3.13,1.19,3.35,-0.9343911338334202,0.35624880212219007,-0.8660254037844384,-0.5000000000000004,0.095,2
2009-09-25 18:00:00,6,-3.23,1.52,3.56,-0.9047527261798466,0.4259372071915479,-0.8660254037844384,-0.5000000000000004,0.065,2
2009-09-25 19:00:00,7,-3.52,1.55,3.85,-0.9154520084684195,0.4024271613486556,-0.8660254037844384,-0.5000000000000004,0.04,2
2009-09-25 20:00:00,8,-3.82,1.41,4.07,-0.9383120964070126,0.34578954544097623,-0.8660254037844384,-0.5000000000000004,0.05,2
2009-09-25 21:00:00,9,-3.86,1.27,4.07,-0.9501354594779766,0.3118374715177351,-0.8660254037844384,-0.5000000000000004,0.05,2
2009-09-25 22:00:00,10,-3.5,1.27,3.73,-0.9400502681329099,0.34103591216064655,-0.8660254037844384,-0.5000000000000004,0.04,2
2009-09-25 23:00:00,11,-2.94,1.4,3.25,-0.9025101322420255,0.43066862110035564,-0.8660254037844384,-0.5000000000000004,0.065,2
2009-09-26 00:00:00,12,-2.47,1.62,2.95,-0.8368598685249549,0.5474171722300966,-0.8660254037844384,-0.5000000000000004,0.13,2
2009-09-26 01:00:00,1,-2.52,1.46,2.91,-0.8656761269172643,0.5006044778920027,-0.8660254037844384,-0.5000000000000004,0.195,3
2009-09-26 02:00:00,2,-2.72,1.69,3.2,-0.8491560956797763,0.5281419555099542,-0.8660254037844384,-0.5000000000000004,0.261,3
2009-09-26 03:00:00,3,-2.81,1.88,3.38,-0.8313726343411088,0.5557153433806962,-0.8660254037844384,-0.5000000000000004,0.356,3
2009-09-26 04:00:00,4,-2.8,2.02,3.45,-0.8109617122625032,0.5850992234179335,-0.8660254037844384,-0.5000000000000004,0.251,3
2009-09-26 05:00:00,5,-2.7,2.13,3.44,-0.784451747430275,0.6201898547651259,-0.8660254037844384,-0.5000000000000004,0.286,3
2009-09-26 06:00:00,6,-2.51,2.24,3.36,-0.7472184209116279,0.664578536706034,-0.8660254037844384,-0.5000000000000004,0.316,3
2009-09-26 07:00:00,7,-2.26,2.33,3.24,-0.6954112803096731,0.7186119615049984,-0.8660254037844384,-0.5000000000000004,0.351,3
2009-09-26 08:00:00,8,-1.99,2.4,3.12,-0.6387678175155975,0.7693995550468952,-0.8660254037844384,-0.5000000000000004,0.286,3
2009-09-26 09:00:00,9,-1.8,2.41,3.01,-0.5974852016253368,0.8018799372965573,-0.8660254037844384,-0.5000000000000004,0.351,3
2009-09-26 10:00:00,10,-1.72,2.35,2.92,-0.5907464997675699,0.8068572197188079,-0.8660254037844384,-0.5000000000000004,0.296,3
2009-09-26 11:00:00,11,-1.75,2.29,2.88,-0.6055718082765672,0.7957906665830208,-0.8660254037844384,-0.5000000000000004,0.246,3
2009-09-26 12:00:00,12,-1.82,2.32,2.94,-0.6170358751407491,0.7869350219613369,-0.8660254037844384,-0.5000000000000004,0.16,3
2009-09-26 13:00:00,1,-2.16,2.14,3.04,-0.7098166570417267,0.7043864801272862,-0.8660254037844384,-0.5000000000000004,0.11,4
2009-09-26 14:00:00,2,-2.12,2.52,3.3,-0.6438565825852539,0.7651461958747741,-0.8660254037844384,-0.5000000000000004,0.055,4
2009-09-26 15:00:00,3,-2.06,3.13,3.75,-0.5484391806372729,0.8361904478896639,-0.8660254037844384,-0.5000000000000004,0.075,4
2009-09-26 16:00:00,4,-1.97,3.83,4.31,-0.45756356170347307,0.8891769154680255,-0.8660254037844384,-0.5000000000000004,0.14,4
2009-09-26 17:00:00,5,-1.88,4.4,4.79,-0.3931396627937339,0.9194787684000263,-0.8660254037844384,-0.5000000000000004,0.1,4
2009-09-26 18:00:00,6,-1.8,4.61,4.95,-0.36292598675838567,0.9318179694207727,-0.8660254037844384,-0.5000000000000004,0.115,4
2009-09-26 19:00:00,7,-1.73,4.31,4.65,-0.371691915613374,0.9283561384876283,-0.8660254037844384,-0.5000000000000004,0.065,4
2009-09-26 20:00:00,8,-1.7,3.73,4.09,-0.4150108537900797,0.9098164601920703,-0.8660254037844384,-0.5000000000000004,0.105,4
2009-09-26 21:00:00,9,-1.73,3.14,3.59,-0.48328238325500233,0.8754645270000179,-0.8660254037844384,-0.5000000000000004,0.13,4
2009-09-26 22:00:00,10,-1.83,2.8,3.34,-0.5478552759738211,0.8365731268619906,-0.8660254037844384,-0.5000000000000004,0.115,4
2009-09-26 23:00:00,11,-1.92,2.72,3.33,-0.5762896887015331,0.8172454923071097,-0.8660254037844384,-0.5000000000000004,0.135,4
2009-09-27 00:00:00,12,-1.9,2.88,3.45,-0.5509177899253296,0.8345595177959392,-0.8660254037844384,-0.5000000000000004,0.11,4
2009-09-27 01:00:00,1,-2.24,3.23,3.93,-0.5702835367514105,0.8214479214839505,-0.8660254037844384,-0.5000000000000004,0.075,1
2009-09-27 02:00:00,2,-1.79,3.4,3.84,-0.46546005375304944,0.8850688890477443,-0.8660254037844384,-0.5000000000000004,0.085,1
2009-09-27 03:00:00,3,-1.27,3.24,3.48,-0.3648767843376198,0.9310558158625283,-0.8660254037844384,-0.5000000000000004,0.09,1
2009-09-27 04:00:00,4,-0.72,2.84,2.93,-0.2471681341100407,0.968972607187923,-0.8660254037844384,-0.5000000000000004,0.06,1
2009-09-27 05:00:00,5,-0.2,2.29,2.3,-0.0876773371008816,0.9961489268974285,-0.8660254037844384,-0.5000000000000004,0.02,1
2009-09-27 06:00:00,6,0.25,1.67,1.69,0.14798202470916938,0.9889900506895783,-0.8660254037844384,-0.5000000000000004,0.015,1
2009-09-27 07:00:00,7,0.59,1.07,1.22,0.48511489057569446,0.8744504233755805,-0.8660254037844384,-0.5000000000000004,0.0,1
2009-09-27 08:00:00,8,0.86,0.57,1.03,0.8356156653350134,0.5493145363511901,-0.8660254037844384,-0.5000000000000004,0.005,1
2009-09-27 09:00:00,9,1.1,0.23,1.12,0.978652704312051,0.20552100705939863,-0.8660254037844384,-0.5000000000000004,0.005,1
2009-09-27 10:00:00,10,1.35,0.11,1.36,0.9968484856664305,0.07932904023460946,-0.8660254037844384,-0.5000000000000004,0.045,1
2009-09-27 11:00:00,11,1.66,0.12,1.66,0.9975518602647026,0.0699305804525553,-0.8660254037844384,-0.5000000000000004,0.03,1
2009-09-27 12:00:00,12,2.05,0.15,2.06,0.9974904544890437,0.07080108193552553,-0.8660254037844384,-0.5000000000000004,0.045,1
2009-09-27 13:00:00,1,2.88,0.74,2.97,0.9684962929739851,0.24902797131175608,-0.8660254037844384,-0.5000000000000004,0.04,2
2009-09-27 14:00:00,2,3.54,0.35,3.56,0.9951418638934383,0.09845136223889193,-0.8660254037844384,-0.5000000000000004,0.065,2
2009-09-27 15:00:00,3,3.94,0.11,3.94,0.9996198006309919,0.027572707274697423,-0.8660254037844384,-0.5000000000000004,0.05,2
2009-09-27 16:00:00,4,4.15,-0.02,4.15,0.9999862922474267,-0.005235963831419415,-0.8660254037844384,-0.5000000000000004,0.065,2
2009-09-27 17:00:00,5,4.26,-0.11,4.26,0.9996481265944145,-0.026525892940245828,-0.8660254037844384,-0.5000000000000004,0.1,2
2009-09-27 18:00:00,6,4.4,-0.24,4.41,0.9984698553882129,-0.055298715003526934,-0.8660254037844384,-0.5000000000000004,0.165,2
2009-09-27 19:00:00,7,4.64,-0.45,4.66,0.9952614022063083,-0.0972354939223992,-0.8660254037844384,-0.5000000000000004,0.155,2
2009-09-27 20:00:00,8,4.77,-0.61,4.81,0.9918944425900297,-0.1270646086013505,-0.8660254037844384,-0.5000000000000004,0.13,2
2009-09-27 21:00:00,9,4.56,-0.55,4.6,0.9928826045698137,-0.1190971600948698,-0.8660254037844384,-0.5000000000000004,0.125,2
2009-09-27 22:00:00,10,3.87,-0.15,3.87,0.9992696011275547,-0.038213404223881156,-0.8660254037844384,-0.5000000000000004,0.19,2
2009-09-27 23:00:00,11,2.95,0.47,2.99,0.9873585390151003,0.15850273005209287,-0.8660254037844384,-0.5000000000000004,0.09,2
2009-09-28 00:00:00,12,2.18,1.15,2.46,0.885150113671707,0.46530557300226283,-0.8660254037844384,-0.5000000000000004,0.09,2
2009-09-28 01:00:00,1,1.97,1.47,2.45,0.8022968652094161,0.5969252382628364,-0.8660254037844384,-0.5000000000000004,0.145,3
2009-09-28 02:00:00,2,1.83,1.91,2.65,0.6921431738704068,0.7217602280983623,-0.8660254037844384,-0.5000000000000004,0.19,3
2009-09-28 03:00:00,3,1.75,2.27,2.87,0.6098685654765952,0.7925025759223246,-0.8660254037844384,-0.5000000000000004,0.336,3
2009-09-28 04:00:00,4,1.67,2.59,3.08,0.5415614954846638,0.840661136611188,-0.8660254037844384,-0.5000000000000004,0.381,3
2009-09-28 05:00:00,5,1.57,2.92,3.31,0.4731659155392331,0.8809733346543012,-0.8660254037844384,-0.5000000000000004,0.361,3
2009-09-28 06:00:00,6,1.41,3.29,3.58,0.3937814842122728,0.9192040810894931,-0.8660254037844384,-0.5000000000000004,0.456,3
2009-09-28 07:00:00,7,1.16,3.77,3.94,0.29387350340390267,0.9558443199585989,-0.8660254037844384,-0.5000000000000004,0.506,3
2009-09-28 08:00:00,8,0.71,4.39,4.45,0.1590196880233642,0.9872754118385365,-0.8660254037844384,-0.5000000000000004,0.466,3
2009-09-28 09:00:00,9,-0.06,5.22,5.22,-0.011693439485246461,0.999931629399233,-0.8660254037844384,-0.5000000000000004,0.471,3
2009-09-28 10:00:00,10,-1.12,6.2,6.3,-0.17760003963692644,0.9841027517088661,-0.8660254037844384,-0.5000000000000004,0.687,3
2009-09-28 11:00:00,11,-1.86,6.86,7.11,-0.26185230837093615,0.965107956966894,-0.8660254037844384,-0.5000000000000004,0.576,3
2009-09-28 12:00:00,12,-1.54,6.63,6.8,-0.22699127537085012,0.9738967917112752,-0.8660254037844384,-0.5000000000000004,0.707,3
2009-09-28 13:00:00,1,1.13,4.63,4.76,0.23819445323990773,0.9712174846272803,-0.8660254037844384,-0.5000000000000004,0.667,4
2009-09-28 14:00:00,2,3.77,3.49,5.14,0.7336112684497994,0.6795693539319415,-0.8660254037844384,-0.5000000000000004,0.526,4
2009-09-28 15:00:00,3,5.63,3.22,6.49,0.8679388771364435,0.49667102347039505,-0.8660254037844384,-0.5000000000000004,0.652,4
2009-09-28 16:00:00,4,6.84,3.54,7.7,0.8881364488135445,0.4595798606214879,-0.8660254037844384,-0.5000000000000004,0.887,4
2009-09-28 17:00:00,5,7.47,4.07,8.5,0.8780665095453465,0.4785386137135142,-0.8660254037844384,-0.5000000000000004,0.877,4
2009-09-28 18:00:00,6,7.62,4.43,8.81,0.8644503363809455,0.502718227171912,-0.8660254037844384,-0.5000000000000004,0.872,4
2009-09-28 19:00:00,7,7.4,4.34,8.58,0.8624253365177698,0.5061842934467757,-0.8660254037844384,-0.5000000000000004,0.862,4
2009-09-28 20:00:00,8,7.04,3.96,8.07,0.8715563142552756,0.49029541205456867,-0.8660254037844384,-0.5000000000000004,0.832,4
2009-09-28 21:00:00,9,6.77,3.53,7.63,0.8866882557005565,0.4623677510409917,-0.8660254037844384,-0.5000000000000004,0.712,4
2009-09-28 22:00:00,10,6.76,3.26,7.5,0.9006224006029403,0.43460245228507033,-0.8660254037844384,-0.5000000000000004,0.356,4
2009-09-28 23:00:00,11,6.85,3.16,7.54,0.9079969786834923,0.4189767137940361,-0.8660254037844384,-0.5000000000000004,0.421,4
2009-09-29 00:00:00,12,6.8,3.18,7.51,0.905938637979736,0.4234090034652322,-0.8660254037844384,-0.5000000000000004,0.907,4
2009-09-29 01:00:00,1,7.32,2.96,7.9,0.9269875839257499,0.3750920143744742,-0.8660254037844384,-0.5000000000000004,0.907,1
2009-09-29 02:00:00,2,6.5,2.97,7.14,0.9095265062656543,0.4156459243156278,-0.8660254037844384,-0.5000000000000004,0.817,1
2009-09-29 03:00:00,3,5.97,3.14,6.75,0.8848250534213176,0.46592341091424305,-0.8660254037844384,-0.5000000000000004,0.672,1
2009-09-29 04:00:00,4,5.69,3.37,6.61,0.8605642855934725,0.5093418403793236,-0.8660254037844384,-0.5000000000000004,0.642,1
2009-09-29 05:00:00,5,5.67,3.53,6.68,0.8489716876291414,0.5284383347223471,-0.8660254037844384,-0.5000000000000004,0.732,1
2009-09-29 06:00:00,6,5.94,3.52,6.91,0.8602084882227565,0.5099425034153554,-0.8660254037844384,-0.5000000000000004,0.747,1
2009-09-29 07:00:00,7,6.46,3.23,7.22,0.8943885603700834,0.4472908484187102,-0.8660254037844384,-0.5000000000000004,0.747,1
2009-09-29 08:00:00,8,6.85,2.47,7.29,0.9408807689542256,0.33873792024529126,-0.8660254037844384,-0.5000000000000004,0.787,1
2009-09-29 09:00:00,9,6.68,1.04,6.76,0.9882016653295886,0.15315831234323388,-0.8660254037844384,-0.5000000000000004,0.737,1
2009-09-29 10:00:00,10,5.68,-1.15,5.8,0.9802711746217219,-0.19765734037912613,-0.8660254037844384,-0.5000000000000004,0.571,1
2009-09-29 11:00:00,11,4.4,-3.68,5.74,0.7667171485759251,-0.6419850575205024,-0.8660254037844384,-0.5000000000000004,0.396,1
2009-09-29 12:00:00,12,3.56,-6.07,7.03,0.5058832193808819,-0.8626019756230764,-0.8660254037844384,-0.5000000000000004,0.221,1
2009-09-29 13:00:00,1,3.44,-6.1,7.0,0.490903753615141,-0.8712138111201894,-0.8660254037844384,-0.5000000000000004,0.366,2
2009-09-29 14:00:00,2,3.93,-7.1,8.12,0.48389345497159614,-0.8751269189298497,-0.8660254037844384,-0.5000000000000004,0.396,2
2009-09-29 15:00:00,3,4.14,-7.73,8.76,0.47193538388337286,-0.8816331399390869,-0.8660254037844384,-0.5000000000000004,0.707,2
2009-09-29 16:00:00,4,4.16,-8.01,9.03,0.4605096627729937,-0.887654691021629,-0.8660254037844384,-0.5000000000000004,0.802,2
2009-09-29 17:00:00,5,4.13,-7.96,8.97,0.4611292503784114,-0.8873329783375823,-0.8660254037844384,-0.5000000000000004,0.812,2
2009-09-29 18:00:00,6,4.22,-7.54,8.64,0.48831665317395323,-0.8726665149030236,-0.8660254037844384,-0.5000000000000004,0.777,2
2009-09-29 19:00:00,7,4.5,-6.79,8.15,0.5522280327438388,-0.8336931089147072,-0.8660254037844384,-0.5000000000000004,0.747,2
2009-09-29 20:00:00,8,4.84,-5.99,7.7,0.6283704587105878,-0.7779142411730521,-0.8660254037844384,-0.5000000000000004,0.792,2
2009-09-29 21:00:00,9,5.02,-5.44,7.4,0.6780313927456961,-0.735032945146904,-0.8660254037844384,-0.5000000000000004,0.802,2
2009-09-29 22:00:00,10,4.89,-5.36,7.26,0.6739156408572932,-0.7388083032884132,-0.8660254037844384,-0.5000000000000004,0.777,2
2009-09-29 23:00:00,11,4.54,-5.56,7.18,0.6324349759945436,-0.7746134527225699,-0.8660254037844384,-0.5000000000000004,0.722,2
2009-09-30 00:00:00,12,4.1,-5.74,7.06,0.5814131843198307,-0.8136084495007869,-0.8660254037844384,-0.5000000000000004,0.657,2
2009-09-30 01:00:00,1,3.33,-5.95,6.82,0.48831665317395323,-0.8726665149030236,-0.8660254037844384,-0.5000000000000004,0.657,3
2009-09-30 02:00:00,2,3.0,-5.74,6.48,0.4632960351198616,-0.8862035792312147,-0.8660254037844384,-0.5000000000000004,0.652,3
2009-09-30 03:00:00,3,2.89,-5.35,6.08,0.47516356097807344,-0.8798974885284289,-0.8660254037844384,-0.5000000000000004,0.647,3
2009-09-30 04:00:00,4,2.93,-4.86,5.68,0.5154868160383729,-0.8568975099103864,-0.8660254037844384,-0.5000000000000004,0.667,3
2009-09-30 05:00:00,5,3.02,-4.42,5.35,0.5645348975827963,-0.8254092011912526,-0.8660254037844384,-0.5000000000000004,0.541,3
2009-09-30 06:00:00,6,3.08,-4.15,5.17,0.5958044390085684,-0.8031295477428814,-0.8660254037844384,-0.5000000000000004,0.481,3
2009-09-30 07:00:00,7,3.03,-4.15,5.14,0.5899012371043604,-0.80747540548474,-0.8660254037844384,-0.5000000000000004,0.441,3
2009-09-30 08:00:00,8,2.9,-4.23,5.13,0.5651110042917434,-0.8250148803678496,-0.8660254037844384,-0.5000000000000004,0.456,3
2009-09-30 09:00:00,9,2.74,-4.17,4.99,0.5484391806372733,-0.8361904478896637,-0.8660254037844384,-0.5000000000000004,0.351,3
2009-09-30 10:00:00,10,2.59,-3.82,4.62,0.560494462232512,-0.8281581719736195,-0.8660254037844384,-0.5000000000000004,0.306,3
2009-09-30 11:00:00,11,2.51,-3.48,4.29,0.5853822668056341,-0.8107574247020483,-0.8660254037844384,-0.5000000000000004,0.216,3
2009-09-30 12:00:00,12,2.56,-3.53,4.36,0.5877852522924732,-0.8090169943749473,-0.8660254037844384,-0.5000000000000004,0.216,3
2009-09-30 13:00:00,1,2.19,-4.77,5.24,0.4169154573149734,-0.9089452686778488,-0.8660254037844384,-0.5000000000000004,0.216,4
2009-09-30 14:00:00,2,2.72,-4.77,5.49,0.4960649668394207,-0.868285407383197,-0.8660254037844384,-0.5000000000000004,0.195,4
2009-09-30 15:00:00,3,3.44,-4.8,5.9,0.5829741279429034,-0.8124907175772603,-0.8660254037844384,-0.5000000000000004,0.221,4
2009-09-30 16:00:00,4,4.22,-4.83,6.41,0.6576382489855276,-0.7533338791473866,-0.8660254037844384,-0.5000000000000004,0.241,4
2009-09-30 17:00:00,5,4.9,-4.85,6.9,0.7101853756232853,-0.7040147244559685,-0.8660254037844384,-0.5000000000000004,0.251,4
2009-09-30 18:00:00,6,5.33,-4.86,7.21,0.73869067156818,-0.6740445769666508,-0.8660254037844384,-0.5000000000000004,0.271,4
2009-09-30 19:00:00,7,5.39,-4.83,7.24,0.7444280936634992,-0.6677026384286111,-0.8660254037844384,-0.5000000000000004,0.261,4
2009-09-30 20:00:00,8,5.1,-4.71,6.94,0.735151272753464,-0.6779030949693046,-0.8660254037844384,-0.5000000000000004,0.266,4
2009-09-30 21:00:00,9,4.54,-4.42,6.34,0.7169106076504829,-0.6971651028545645,-0.8660254037844384,-0.5000000000000004,0.281,4
2009-09-30 22:00:00,10,3.8,-3.93,5.47,0.6949094250920216,-0.719097275004068,-0.8660254037844384,-0.5000000000000004,0.311,4
2009-09-30 23:00:00,11,3.05,-3.31,4.5,0.6779030949693043,-0.7351512727534643,-0.8660254037844384,-0.5000000000000004,0.261,4
2009-10-01 00:00:00,12,2.49,-2.63,3.62,0.6869606891374249,-0.726694579297131,-1.0,-1.8369701987210297e-16,0.206,4
2009-10-01 01:00:00,1,3.46,-1.8,3.9,0.8874938887488247,-0.4608194846504308,-1.0,-1.8369701987210297e-16,0.19,1
2009-10-01 02:00:00,2,3.01,-1.43,3.33,0.9033352928633008,-0.42893513340314576,-1.0,-1.8369701987210297e-16,0.206,1
2009-10-01 03:00:00,3,2.38,-1.38,2.76,0.8648887115806925,-0.50196366061727,-1.0,-1.8369701987210297e-16,0.175,1
2009-10-01 04:00:00,4,1.68,-1.55,2.28,0.734440971330458,-0.6786725717392543,-1.0,-1.8369701987210297e-16,0.145,1
2009-10-01 05:00:00,5,1.04,-1.81,2.08,0.49712540710040376,-0.867678701833379,-1.0,-1.8369701987210297e-16,0.15,1
2009-10-01 06:00:00,6,0.62,-2.04,2.13,0.29137010459641705,-0.9566104024875921,-1.0,-1.8369701987210297e-16,0.155,1
2009-10-01 07:00:00,7,0.54,-2.14,2.2,0.24327644775122953,-0.9699569938762972,-1.0,-1.8369701987210297e-16,0.07,1
2009-10-01 08:00:00,8,0.66,-2.06,2.16,0.3071905285644286,-0.9516480332351384,-1.0,-1.8369701987210297e-16,0.045,1
2009-10-01 09:00:00,9,0.83,-1.77,1.96,0.42609510984323373,-0.9046783723333296,-1.0,-1.8369701987210297e-16,0.025,1
2009-10-01 10:00:00,10,0.94,-1.29,1.6,0.5884910289036669,-0.808503746991876,-1.0,-1.8369701987210297e-16,0.005,1
2009-10-01 11:00:00,11,1.16,-0.83,1.42,0.8132023482870865,-0.5819810484374626,-1.0,-1.8369701987210297e-16,0.06,1
2009-10-01 12:00:00,12,1.72,-0.62,1.83,0.9405255276029177,-0.3397230223685953,-1.0,-1.8369701987210297e-16,0.095,1
2009-10-01 13:00:00,1,3.99,-2.16,4.53,0.8795655473847195,-0.4757777294638945,-1.0,-1.8369701987210297e-16,0.09,2
2009-10-01 14:00:00,2,4.27,-2.52,4.96,0.8610084424651265,-0.5085906625212234,-1.0,-1.8369701987210297e-16,0.12,2
2009-10-01 15:00:00,3,4.52,-2.71,5.27,0.8578855937371173,-0.5138407419213795,-1.0,-1.8369701987210297e-16,0.206,2
2009-10-01 16:00:00,4,4.68,-2.76,5.43,0.8616291604415257,-0.5075383629607043,-1.0,-1.8369701987210297e-16,0.271,2
2009-10-01 17:00:00,5,4.7,-2.77,5.45,0.8615405651634744,-0.5076887378874985,-1.0,-1.8369701987210297e-16,0.236,2
2009-10-01 18:00:00,6,4.5,-2.84,5.32,0.8453550824259349,-0.534204815231612,-1.0,-1.8369701987210297e-16,0.17,2
2009-10-01 19:00:00,7,4.04,-3.03,5.05,0.7997894394049399,-0.6002806448789867,-1.0,-1.8369701987210297e-16,0.14,2
2009-10-01 20:00:00,8,3.37,-3.18,4.64,0.7269343295366404,-0.6867069830292358,-1.0,-1.8369701987210297e-16,0.095,2
2009-10-01 21:00:00,9,2.58,-3.1,4.03,0.6390363497041621,-0.7691765361454936,-1.0,-1.8369701987210297e-16,0.025,2
2009-10-01 22:00:00,10,1.73,-2.66,3.17,0.5456632576816778,-0.838004540092844,-1.0,-1.8369701987210297e-16,0.03,2
2009-10-01 23:00:00,11,0.9,-2.04,2.23,0.404343595528745,-0.9146071597986136,-1.0,-1.8369701987210297e-16,0.02,2
2009-10-02 00:00:00,12,0.16,-1.52,1.53,0.1036605394984551,-0.994612734963156,-1.0,-1.8369701987210297e-16,0.01,2
2009-10-02 01:00:00,1,-0.51,-1.18,1.28,-0.3952248802043164,-0.9185843968125541,-1.0,-1.8369701987210297e-16,0.005,3
2009-10-02 02:00:00,2,-0.86,-0.59,1.04,-0.8250148803678495,-0.5651110042917434,-1.0,-1.8369701987210297e-16,0.0,3
2009-10-02 03:00:00,3,-1.07,-0.17,1.08,-0.9880138096908951,-0.15436551383027144,-1.0,-1.8369701987210297e-16,0.0,3
2009-10-02 04:00:00,4,-1.17,0.13,1.18,-0.9939417880660764,0.10990778833190508,-1.0,-1.8369701987210297e-16,0.0,3
2009-10-02 05:00:00,5,-1.25,0.37,1.31,-0.9582726978428402,0.2858556218950482,-1.0,-1.8369701987210297e-16,0.0,3
2009-10-02 06:00:00,6,-1.37,0.65,1.52,-0.9050498659398374,0.425305466885017,-1.0,-1.8369701987210297e-16,0.0,3
2009-10-02 07:00:00,7,-1.59,0.98,1.87,-0.8509944817946918,0.5251746299612957,-1.0,-1.8369701987210297e-16,0.0,3
2009-10-02 08:00:00,8,-1.85,1.23,2.22,-0.8325346975801551,0.5539729030603571,-1.0,-1.8369701987210297e-16,0.02,3
2009-10-02 09:00:00,9,-2.07,1.19,2.39,-0.8662870844473873,0.499546481640743,-1.0,-1.8369701987210297e-16,0.13,3
2009-10-02 10:00:00,10,-2.21,0.8,2.35,-0.9399311668734956,0.34136403082315053,-1.0,-1.8369701987210297e-16,0.221,3
2009-10-02 11:00:00,11,-2.41,0.54,2.46,-0.9759548202525253,0.21797290846768289,-1.0,-1.8369701987210297e-16,0.201,3
2009-10-02 12:00:00,12,-2.84,1.01,3.02,-0.9421744900789598,0.335122709234173,-1.0,-1.8369701987210297e-16,0.251,3
2009-10-02 13:00:00,1,-5.18,3.97,6.53,-0.7936719782643724,0.6083459467424088,-1.0,-1.8369701987210297e-16,0.326,4
2009-10-02 14:00:00,2,-5.99,5.06,7.84,-0.7640212893336141,0.6451910332955674,-1.0,-1.8369701987210297e-16,0.376,4
2009-10-02 15:00:00,3,-6.45,5.1,8.22,-0.7843434919334101,0.6203267579765559,-1.0,-1.8369701987210297e-16,0.396,4
2009-10-02 16:00:00,4,-6.66,4.44,8.0,-0.8319541221304827,0.554844427447999,-1.0,-1.8369701987210297e-16,0.366,4
2009-10-02 17:00:00,5,-6.77,3.51,7.62,-0.8880562234694229,0.4597348626732872,-1.0,-1.8369701987210297e-16,0.501,4
2009-10-02 18:00:00,6,-6.96,2.75,7.48,-0.9300973810899458,0.36731302956691325,-1.0,-1.8369701987210297e-16,0.702,4
